Product ID,Name,Category,Price
P0529,Samsung Galaxy A52,Smartwatch,$4.05 
P0530,Acer Chromebook Spin,Smartphone,$7.94 
P0531,Lenovo Legion Phone Duel,Laptop,$5.37 
P0532,Microsoft Surface Book,Tablet,$5.57 
P0533,iPhone 13,Smartwatch,$7.98 
P0534,Blackberry Key3,Smartphone,$8.25 
P0535,ASUS ZenBook Pro Duo,Laptop,$4.02 
P0536,Sony Xperia 10 III,Tablet,$2.26 
P0537,Samsung Galaxy Watch 4,Smartwatch,$6.21 
P0538,Acer Swift 5,Smartphone,$4.42 
P0539,Xiaomi Mi 11,Laptop,$2.56 
P0540,Huawei Watch GT 3,Tablet,$1.87 
P0541,LG Q92,Smartwatch,$9.33 
P0542,Dell Inspiron 15,Smartphone,$9.48 
P0543,Blackberry Evolve,Laptop,$3.40 
P0544,Oppo Reno6,Tablet,$0.35 
P0545,Honor 50,Smartwatch,$6.42 
P0546,iPhone SE (2022),Smartphone,$1.51 
P0547,Realme C25,Laptop,$2.92 
P0548,MSI Creator Z16,Tablet,$9.29 
P0549,Samsung Galaxy M42,Smartwatch,$8.12 
P0550,Lenovo ThinkPad X1 Carbon,Smartphone,$0.66 
P0551,ASUS Zenfone 8 Flip,Laptop,$0.74 
P0552,Fitbit Sense,Tablet,$1.91 
P0553,OnePlus 9R,Smartwatch,$5.93 
P0554,Microsoft Surface Laptop,Smartphone,$0.39 
P0555,LG UltraGear,Laptop,$5.54 
P0556,Nokia 5.4,Tablet,$3.18 
P0557,Motorola Edge+,Smartwatch,$1.80 
P0558,Xiaomi Mi Notebook,Smartphone,$9.16 
P0559,Huawei Nova 8,Laptop,$6.65 
P0560,Samsung Galaxy Book,Tablet,$1.12 
P0561,TicWatch Pro 4,Smartwatch,$9.08 
P0562,ASUS ROG Zephyrus G14,Smartphone,$4.58 
P0563,Apple MacBook Air,Laptop,$8.92 
P0564,Google Pixel 6 Pro,Tablet,$5.72 
P0565,Lenovo Tab P11,Smartwatch,$2.55 
P0566,Vivo V21,Smartphone,$3.30 
P0567,Oppo Find X5,Laptop,$3.67 
P0568,Samsung Galaxy A32,Tablet,$0.60 
P0569,Dell Alienware 17,Smartwatch,$0.09 
P0570,Honor 30S,Smartphone,$0.69 
P0571,ASUS VivoBook Flip,Laptop,$5.08 
P0572,Xiaomi Mi Watch,Tablet,$5.52 
P0573,Sony Xperia 5 III,Smartwatch,$4.48 
P0574,Lenovo Legion Y740,Smartphone,$5.55 
P0575,Google Pixel Slate,Laptop,$9.11 
P0576,ASUS Zenfone 8,Tablet,$0.27 
P0577,HP Envy x360,Smartwatch,$6.15 
P0578,Alienware m15,Smartphone,$7.98 
P0579,ASUS TUF Gaming A15,Laptop,$9.01 
P0580,LG Velvet,Tablet,$8.48 
P0581,HP Spectre x360,Smartwatch,$1.71 
P0582,Acer Predator Helios,Smartphone,$5.74 
P0583,Apple Watch Series 7 (lặp lại?),Laptop,$3.19 
P0584,ZTE Axon 30,Tablet,$0.84 
P0585,Dell Latitude,Smartwatch,$0.25 
P0586,Samsung Galaxy Chromebook,Smartphone,$4.21 
P0587,Huawei MateBook X Pro,Laptop,$0.35 
P0588,Lenovo Yoga Slim 7,Tablet,$2.05 
P0589,Realme Narzo 50,Smartwatch,$4.85 
P0590,MSI Aero 15,Smartphone,$0.36 
P0591,Oppo Watch RX,Laptop,$9.70 
P0592,iPhone 13 Pro,Tablet,$2.16 
P0593,Blackberry Key2,Smartwatch,$4.29 
P0594,ASUS ROG Zephyrus Duo,Smartphone,$1.29 
P0595,Xiaomi RedmiBook,Laptop,$5.52 
P0596,Huawei Mate 40,Tablet,$9.15 
P0597,HP Omen 15,Smartwatch,$8.59 
P0598,Acer Aspire,Smartphone,$4.66 
P0599,Motorola Moto E7,Laptop,$2.77 
P0600,Samsung Notebook 9,Tablet,$2.74 
P0601,Apple Watch Series 7,Smartwatch,$2.01 
P0602,Huawei P50,Smartphone,$6.91 
P0603,Xiaomi Poco X3,Laptop,$1.77 
P0604,Lenovo Yoga C940,Tablet,$8.57 
P0605,OnePlus Nord 2,Smartwatch,$9.32 
P0606,LG Wing,Smartphone,$4.91 
P0607,ASUS VivoBook S15,Laptop,$7.71 
P0608,Garmin Fenix 7,Tablet,$2.58 
P0609,Razer Blade 15,Smartwatch,$7.11 
P0610,Xiaomi Redmi Note 10,Smartphone,$6.37 
P0611,ASUS ROG Phone 5,Laptop,$4.60 
P0612,Dell XPS 13,Tablet,$8.91 
P0613,Samsung Galaxy Z Fold 3,Smartwatch,$8.25 
P0614,HP Pavilion Gaming,Smartphone,$4.58 
P0615,Fossil Gen 6,Laptop,$5.48 
P0616,Lenovo K13,Tablet,$8.00 
P0617,Nokia X20,Smartwatch,$7.84 
P0618,LG Gram,Smartphone,$3.02 
P0619,Google Pixel 4a 5G,Laptop,$5.21 
P0620,Realme GT,Tablet,$8.64 
P0621,Amazfit GTR 3,Smartwatch,$2.03 
P0622,Huawei MateBook D,Smartphone,$8.70 
P0623,HTC Desire 21,Laptop,$0.54 
P0624,MSI GS66 Stealth,Tablet,$7.75 
P0625,Vivo X70,Smartwatch,$3.88 
P0626,Oppo A74,Smartphone,$1.45 
P0627,Google Pixelbook,Laptop,$6.59 
P0628,Honor Magic 3,Tablet,$0.64 
P0629,Samsung Galaxy A52,Smartwatch,$5.09 
P0630,Acer Chromebook Spin,Smartphone,$1.50 
P0631,Lenovo Legion Phone Duel,Laptop,$1.33 
P0632,Microsoft Surface Book,Tablet,$2.36 
P0633,iPhone 13,Smartwatch,$1.20 
P0634,Blackberry Key3,Smartphone,$4.96 
P0635,ASUS ZenBook Pro Duo,Laptop,$5.61 
P0636,Sony Xperia 10 III,Tablet,$7.36 
P0637,Samsung Galaxy Watch 4,Smartwatch,$7.45 
P0638,Acer Swift 5,Smartphone,$9.50 
P0639,Xiaomi Mi 11,Laptop,$5.13 
P0640,Huawei Watch GT 3,Tablet,$2.39 
P0641,LG Q92,Smartwatch,$9.74 
P0642,Dell Inspiron 15,Smartphone,$1.43 
P0643,Blackberry Evolve,Laptop,$4.97 
P0644,Oppo Reno6,Tablet,$0.79 
P0645,Honor 50,Smartwatch,$2.94 
P0646,iPhone SE (2022),Smartphone,$2.25 
P0647,Realme C25,Laptop,$1.50 
P0648,MSI Creator Z16,Tablet,$2.55 
P0649,Samsung Galaxy M42,Smartwatch,$4.45 
P0650,Lenovo ThinkPad X1 Carbon,Smartphone,$0.19 
P0651,ASUS Zenfone 8 Flip,Laptop,$9.95 
P0652,Fitbit Sense,Tablet,$3.73 
P0653,OnePlus 9R,Smartwatch,$4.97 
P0654,Microsoft Surface Laptop,Smartphone,$7.93 
P0655,LG UltraGear,Laptop,$9.37 
P0656,Nokia 5.4,Tablet,$7.97 
P0657,Motorola Edge+,Smartwatch,$8.35 
P0658,Xiaomi Mi Notebook,Smartphone,$0.82 
P0659,Huawei Nova 8,Laptop,$5.59 
P0660,Samsung Galaxy Book,Tablet,$3.34 
P0661,TicWatch Pro 4,Smartwatch,$0.29 
P0662,ASUS ROG Zephyrus G14,Smartphone,$6.12 
P0663,Apple MacBook Air,Laptop,$7.78 
P0664,Google Pixel 6 Pro,Tablet,$3.12 
P0665,Lenovo Tab P11,Smartwatch,$7.12 
P0666,Vivo V21,Smartphone,$9.11 
P0667,Oppo Find X5,Laptop,$5.12 
P0668,Samsung Galaxy A32,Tablet,$1.89 
P0669,Dell Alienware 17,Smartwatch,$4.93 
P0670,Honor 30S,Smartphone,$2.61 
P0671,ASUS VivoBook Flip,Laptop,$6.66 
P0672,Xiaomi Mi Watch,Tablet,$7.61 
P0673,Sony Xperia 5 III,Smartwatch,$0.00 
P0674,Lenovo Legion Y740,Smartphone,$1.93 
P0675,Google Pixel Slate,Laptop,$9.82 
P0676,ASUS Zenfone 8,Tablet,$4.90 
P0677,HP Envy x360,Smartwatch,$6.63 
P0678,Alienware m15,Smartphone,$8.28 
P0679,ASUS TUF Gaming A15,Laptop,$2.39 
P0680,LG Velvet,Tablet,$9.03 
P0681,HP Spectre x360,Smartwatch,$6.37 
P0682,Acer Predator Helios,Smartphone,$4.19 
P0683,Apple Watch Series 7 (lặp lại?),Laptop,$8.66 
P0684,ZTE Axon 30,Tablet,$1.54 
P0685,Dell Latitude,Smartwatch,$5.21 
P0686,Samsung Galaxy Chromebook,Smartphone,$9.56 
P0687,Huawei MateBook X Pro,Laptop,$9.37 
P0688,Lenovo Yoga Slim 7,Tablet,$0.30 
P0689,Realme Narzo 50,Smartwatch,$9.20 
P0690,MSI Aero 15,Smartphone,$3.91 
P0691,Oppo Watch RX,Laptop,$4.20 
P0692,iPhone 13 Pro,Tablet,$5.27 
P0693,Blackberry Key2,Smartwatch,$5.09 
P0694,ASUS ROG Zephyrus Duo,Smartphone,$6.52 
P0695,Xiaomi RedmiBook,Laptop,$9.03 
P0696,Huawei Mate 40,Tablet,$7.79 
P0697,HP Omen 15,Smartwatch,$7.32 
P0698,Acer Aspire,Smartphone,$1.76 
P0699,Motorola Moto E7,Laptop,$9.48 
P0700,Samsung Notebook 9,Tablet,$8.84 
P0701,Apple Watch Series 7,Smartwatch,$4.63 
P0702,Huawei P50,Smartphone,$9.02 
P0703,Xiaomi Poco X3,Laptop,$3.79 
P0704,Lenovo Yoga C940,Tablet,$8.33 
P0705,OnePlus Nord 2,Smartwatch,$5.10 
P0706,LG Wing,Smartphone,$1.63 
P0707,ASUS VivoBook S15,Laptop,$1.09 
P0708,Garmin Fenix 7,Tablet,$4.66 
P0709,Razer Blade 15,Smartwatch,$6.61 
P0710,Xiaomi Redmi Note 10,Smartphone,$2.43 
P0711,ASUS ROG Phone 5,Laptop,$6.57 
P0712,Dell XPS 13,Tablet,$9.96 
P0713,Samsung Galaxy Z Fold 3,Smartwatch,$4.06 
P0714,HP Pavilion Gaming,Smartphone,$7.74 
P0715,Fossil Gen 6,Laptop,$2.93 
P0716,Lenovo K13,Tablet,$4.65 
P0717,Nokia X20,Smartwatch,$4.89 
P0718,LG Gram,Smartphone,$7.52 
P0719,Google Pixel 4a 5G,Laptop,$6.94 
P0720,Realme GT,Tablet,$2.27 
P0721,Amazfit GTR 3,Smartwatch,$7.59 
P0722,Huawei MateBook D,Smartphone,$7.45 
P0723,HTC Desire 21,Laptop,$8.50 
P0724,MSI GS66 Stealth,Tablet,$5.40 
P0725,Vivo X70,Smartwatch,$2.09 
P0726,Oppo A74,Smartphone,$4.10 
P0727,Google Pixelbook,Laptop,$8.63 
P0728,Honor Magic 3,Tablet,$7.51 
P0729,Samsung Galaxy A52,Smartwatch,$2.20 
P0730,Acer Chromebook Spin,Smartphone,$0.86 
P0731,Lenovo Legion Phone Duel,Laptop,$6.76 
P0732,Microsoft Surface Book,Tablet,$9.21 
P0733,iPhone 13,Smartwatch,$0.55 
P0734,Blackberry Key3,Smartphone,$8.78 
P0735,ASUS ZenBook Pro Duo,Laptop,$1.88 
P0736,Sony Xperia 10 III,Tablet,$7.65 
P0737,Samsung Galaxy Watch 4,Smartwatch,$6.40 
P0738,Acer Swift 5,Smartphone,$2.70 
P0739,Xiaomi Mi 11,Laptop,$1.12 
P0740,Huawei Watch GT 3,Tablet,$7.96 
P0741,LG Q92,Smartwatch,$5.51 
P0742,Dell Inspiron 15,Smartphone,$5.95 
P0743,Blackberry Evolve,Laptop,$1.92 
P0744,Oppo Reno6,Tablet,$2.81 
P0745,Honor 50,Smartwatch,$4.55 
P0746,iPhone SE (2022),Smartphone,$4.26 
P0747,Realme C25,Laptop,$8.52 
P0748,MSI Creator Z16,Tablet,$7.21 
P0749,Samsung Galaxy M42,Smartwatch,$3.17 
P0750,Lenovo ThinkPad X1 Carbon,Smartphone,$4.45 
P0751,ASUS Zenfone 8 Flip,Laptop,$0.20 
P0752,Fitbit Sense,Tablet,$4.56 
P0753,OnePlus 9R,Smartwatch,$6.23 
P0754,Microsoft Surface Laptop,Smartphone,$6.64 
P0755,LG UltraGear,Laptop,$2.87 
P0756,Nokia 5.4,Tablet,$1.59 
P0757,Motorola Edge+,Smartwatch,$5.72 
P0758,Xiaomi Mi Notebook,Smartphone,$3.41 
P0759,Huawei Nova 8,Laptop,$9.99 
P0760,Samsung Galaxy Book,Tablet,$4.37 
P0761,TicWatch Pro 4,Smartwatch,$6.29 
P0762,ASUS ROG Zephyrus G14,Smartphone,$2.27 
P0763,Apple MacBook Air,Laptop,$8.28 
P0764,Google Pixel 6 Pro,Tablet,$4.35 
P0765,Lenovo Tab P11,Smartwatch,$3.18 
P0766,Vivo V21,Smartphone,$7.05 
P0767,Oppo Find X5,Laptop,$8.58 
P0768,Samsung Galaxy A32,Tablet,$1.26 
P0769,Dell Alienware 17,Smartwatch,$0.43 
P0770,Honor 30S,Smartphone,$4.36 
P0771,ASUS VivoBook Flip,Laptop,$2.24 
P0772,Xiaomi Mi Watch,Tablet,$4.74 
P0773,Sony Xperia 5 III,Smartwatch,$7.55 
P0774,Lenovo Legion Y740,Smartphone,$4.86 
P0775,Google Pixel Slate,Laptop,$9.47 
P0776,ASUS Zenfone 8,Tablet,$0.96 
P0777,HP Envy x360,Smartwatch,$9.58 
P0778,Alienware m15,Smartphone,$8.84 
P0779,ASUS TUF Gaming A15,Laptop,$2.30 
P0780,LG Velvet,Tablet,$8.03 
P0781,HP Spectre x360,Smartwatch,$3.10 
P0782,Acer Predator Helios,Smartphone,$9.02 
P0783,Apple Watch Series 7 (lặp lại?),Laptop,$4.11 
P0784,ZTE Axon 30,Tablet,$0.55 
P0785,Dell Latitude,Smartwatch,$8.38 
P0786,Samsung Galaxy Chromebook,Smartphone,$1.25 
P0787,Huawei MateBook X Pro,Laptop,$5.05 
P0788,Lenovo Yoga Slim 7,Tablet,$5.93 
P0789,Realme Narzo 50,Smartwatch,$4.74 
P0790,MSI Aero 15,Smartphone,$5.58 
P0791,Oppo Watch RX,Laptop,$9.55 
P0792,iPhone 13 Pro,Tablet,$7.75 
P0793,Blackberry Key2,Smartwatch,$5.56 
P0794,ASUS ROG Zephyrus Duo,Smartphone,$1.14 
P0795,Xiaomi RedmiBook,Laptop,$4.36 
P0796,Huawei Mate 40,Tablet,$1.13 
P0797,HP Omen 15,Smartwatch,$6.72 
P0798,Acer Aspire,Smartphone,$6.69 
P0799,Motorola Moto E7,Laptop,$0.31 
P0800,Samsung Notebook 9,Tablet,$6.48 
P0801,Apple Watch Series 7,Smartwatch,$2.43 
P0802,Huawei P50,Smartphone,$1.34 
P0803,Xiaomi Poco X3,Laptop,$5.86 
P0804,Lenovo Yoga C940,Tablet,$2.34 
P0805,OnePlus Nord 2,Smartwatch,$0.93 
P0806,LG Wing,Smartphone,$5.97 
P0807,ASUS VivoBook S15,Laptop,$5.92 
P0808,Garmin Fenix 7,Tablet,$2.92 
P0809,Razer Blade 15,Smartwatch,$9.55 
P0810,Xiaomi Redmi Note 10,Smartphone,$8.52 
P0811,ASUS ROG Phone 5,Laptop,$3.91 
P0812,Dell XPS 13,Tablet,$8.32 
P0813,Samsung Galaxy Z Fold 3,Smartwatch,$7.42 
P0814,HP Pavilion Gaming,Smartphone,$3.62 
P0815,Fossil Gen 6,Laptop,$2.16 
P0816,Lenovo K13,Tablet,$8.04 
P0817,Nokia X20,Smartwatch,$5.20 
P0818,LG Gram,Smartphone,$1.97 
P0819,Google Pixel 4a 5G,Laptop,$4.09 
P0820,Realme GT,Tablet,$2.05 
P0821,Amazfit GTR 3,Smartwatch,$7.07 
P0822,Huawei MateBook D,Smartphone,$4.83 
P0823,HTC Desire 21,Laptop,$5.86 
P0824,MSI GS66 Stealth,Tablet,$6.51 
P0825,Vivo X70,Smartwatch,$2.30 
P0826,Oppo A74,Smartphone,$2.19 
P0827,Google Pixelbook,Laptop,$2.39 
P0828,Honor Magic 3,Tablet,$9.29 
P0829,Samsung Galaxy A52,Smartwatch,$5.76 
P0830,Acer Chromebook Spin,Smartphone,$6.21 
P0831,Lenovo Legion Phone Duel,Laptop,$1.08 
P0832,Microsoft Surface Book,Tablet,$8.37 
P0833,iPhone 13,Smartwatch,$1.57 
P0834,Blackberry Key3,Smartphone,$1.51 
P0835,ASUS ZenBook Pro Duo,Laptop,$8.77 
P0836,Sony Xperia 10 III,Tablet,$7.12 
P0837,Samsung Galaxy Watch 4,Smartwatch,$8.36 
P0838,Acer Swift 5,Smartphone,$2.41 
P0839,Xiaomi Mi 11,Laptop,$8.06 
P0840,Huawei Watch GT 3,Tablet,$1.20 
P0841,LG Q92,Smartwatch,$0.57 
P0842,Dell Inspiron 15,Smartphone,$1.23 
P0843,Blackberry Evolve,Laptop,$2.17 
P0844,Oppo Reno6,Tablet,$2.96 
P0845,Honor 50,Smartwatch,$2.28 
P0846,iPhone SE (2022),Smartphone,$9.02 
P0847,Realme C25,Laptop,$2.43 
P0848,MSI Creator Z16,Tablet,$5.73 
P0849,Samsung Galaxy M42,Smartwatch,$8.64 
P0850,Lenovo ThinkPad X1 Carbon,Smartphone,$6.27 
P0851,ASUS Zenfone 8 Flip,Laptop,$3.32 
P0852,Fitbit Sense,Tablet,$4.83 
P0853,OnePlus 9R,Smartwatch,$1.03 
P0854,Microsoft Surface Laptop,Smartphone,$8.52 
P0855,LG UltraGear,Laptop,$7.76 
P0856,Nokia 5.4,Tablet,$3.76 
P0857,Motorola Edge+,Smartwatch,$1.20 
P0858,Xiaomi Mi Notebook,Smartphone,$4.61 
P0859,Huawei Nova 8,Laptop,$3.57 
P0860,Samsung Galaxy Book,Tablet,$6.99 
P0861,TicWatch Pro 4,Smartwatch,$5.28 
P0862,ASUS ROG Zephyrus G14,Smartphone,$6.89 
P0863,Apple MacBook Air,Laptop,$6.51 
P0864,Google Pixel 6 Pro,Tablet,$0.91 
P0865,Lenovo Tab P11,Smartwatch,$8.84 
P0866,Vivo V21,Smartphone,$3.49 
P0867,Oppo Find X5,Laptop,$5.54 
P0868,Samsung Galaxy A32,Tablet,$2.89 
P0869,Dell Alienware 17,Smartwatch,$5.90 
P0870,Honor 30S,Smartphone,$5.14 
P0871,ASUS VivoBook Flip,Laptop,$5.86 
P0872,Xiaomi Mi Watch,Tablet,$0.54 
P0873,Sony Xperia 5 III,Smartwatch,$9.28 
P0874,Lenovo Legion Y740,Smartphone,$8.69 
P0875,Google Pixel Slate,Laptop,$0.44 
P0876,ASUS Zenfone 8,Tablet,$8.92 
P0877,HP Envy x360,Smartwatch,$0.81 
P0878,Alienware m15,Smartphone,$3.36 
P0879,ASUS TUF Gaming A15,Laptop,$3.76 
P0880,LG Velvet,Tablet,$3.86 
P0881,HP Spectre x360,Smartwatch,$7.58 
P0882,Acer Predator Helios,Smartphone,$7.49 
P0883,Apple Watch Series 7 (lặp lại?),Laptop,$9.87 
P0884,ZTE Axon 30,Tablet,$2.34 
P0885,Dell Latitude,Smartwatch,$9.74 
P0886,Samsung Galaxy Chromebook,Smartphone,$0.97 
P0887,Huawei MateBook X Pro,Laptop,$8.90 
P0888,Lenovo Yoga Slim 7,Tablet,$1.01 
P0889,Realme Narzo 50,Smartwatch,$4.56 
P0890,MSI Aero 15,Smartphone,$1.64 
P0891,Oppo Watch RX,Laptop,$1.19 
P0892,iPhone 13 Pro,Tablet,$3.13 
P0893,Blackberry Key2,Smartwatch,$2.28 
P0894,ASUS ROG Zephyrus Duo,Smartphone,$9.21 
P0895,Xiaomi RedmiBook,Laptop,$7.08 
P0896,Huawei Mate 40,Tablet,$9.83 
P0897,HP Omen 15,Smartwatch,$2.19 
P0898,Acer Aspire,Smartphone,$9.14 
P0899,Motorola Moto E7,Laptop,$8.86 
P0900,Samsung Notebook 9,Tablet,$6.13 
P0901,Apple Watch Series 7,Smartwatch,$5.66 
P0902,Huawei P50,Smartphone,$9.78 
P0903,Xiaomi Poco X3,Laptop,$2.83 
P0904,Lenovo Yoga C940,Tablet,$4.34 
P0905,OnePlus Nord 2,Smartwatch,$0.12 
P0906,LG Wing,Smartphone,$4.86 
P0907,ASUS VivoBook S15,Laptop,$3.25 
P0908,Garmin Fenix 7,Tablet,$9.96 
P0909,Razer Blade 15,Smartwatch,$4.35 
P0910,Xiaomi Redmi Note 10,Smartphone,$9.58 
P0911,ASUS ROG Phone 5,Laptop,$6.90 
P0912,Dell XPS 13,Tablet,$3.18 
P0913,Samsung Galaxy Z Fold 3,Smartwatch,$9.07 
P0914,HP Pavilion Gaming,Smartphone,$9.54 
P0915,Fossil Gen 6,Laptop,$8.70 
P0916,Lenovo K13,Tablet,$1.60 
P0917,Nokia X20,Smartwatch,$1.59 
P0918,LG Gram,Smartphone,$9.98 
P0919,Google Pixel 4a 5G,Laptop,$8.00 
P0920,Realme GT,Tablet,$0.68 
P0921,Amazfit GTR 3,Smartwatch,$8.55 
P0922,Huawei MateBook D,Smartphone,$1.56 
P0923,HTC Desire 21,Laptop,$4.72 
P0924,MSI GS66 Stealth,Tablet,$0.89 
P0925,Vivo X70,Smartwatch,$1.70 
P0926,Oppo A74,Smartphone,$5.55 
P0927,Google Pixelbook,Laptop,$1.18 
P0928,Honor Magic 3,Tablet,$5.17 
P0929,Samsung Galaxy A52,Smartwatch,$8.07 
P0930,Acer Chromebook Spin,Smartphone,$0.86 
P0931,Lenovo Legion Phone Duel,Laptop,$3.07 
P0932,Microsoft Surface Book,Tablet,$1.96 
P0933,iPhone 13,Smartwatch,$2.62 
P0934,Blackberry Key3,Smartphone,$7.71 
P0935,ASUS ZenBook Pro Duo,Laptop,$8.15 
P0936,Sony Xperia 10 III,Tablet,$8.00 
P0937,Samsung Galaxy Watch 4,Smartwatch,$7.24 
P0938,Acer Swift 5,Smartphone,$2.13 
P0939,Xiaomi Mi 11,Laptop,$9.96 
P0940,Huawei Watch GT 3,Tablet,$2.46 
P0941,LG Q92,Smartwatch,$1.27 
P0942,Dell Inspiron 15,Smartphone,$5.41 
P0943,Blackberry Evolve,Laptop,$7.71 
P0944,Oppo Reno6,Tablet,$6.25 
P0945,Honor 50,Smartwatch,$1.15 
P0946,iPhone SE (2022),Smartphone,$4.54 
P0947,Realme C25,Laptop,$1.39 
P0948,MSI Creator Z16,Tablet,$8.05 
P0949,Samsung Galaxy M42,Smartwatch,$9.52 
P0950,Lenovo ThinkPad X1 Carbon,Smartphone,$8.17 
P0951,ASUS Zenfone 8 Flip,Laptop,$8.60 
P0952,Fitbit Sense,Tablet,$7.00 
P0953,OnePlus 9R,Smartwatch,$2.91 
P0954,Microsoft Surface Laptop,Smartphone,$8.21 
P0955,LG UltraGear,Laptop,$4.87 
P0956,Nokia 5.4,Tablet,$3.01 
P0957,Motorola Edge+,Smartwatch,$4.98 
P0958,Xiaomi Mi Notebook,Smartphone,$9.12 
P0959,Huawei Nova 8,Laptop,$4.06 
P0960,Samsung Galaxy Book,Tablet,$6.07 
P0961,TicWatch Pro 4,Smartwatch,$3.33 
P0962,ASUS ROG Zephyrus G14,Smartphone,$1.89 
P0963,Apple MacBook Air,Laptop,$4.40 
P0964,Google Pixel 6 Pro,Tablet,$0.06 
P0965,Lenovo Tab P11,Smartwatch,$6.42 
P0966,Vivo V21,Smartphone,$6.39 
P0967,Oppo Find X5,Laptop,$4.59 
P0968,Samsung Galaxy A32,Tablet,$6.75 
P0969,Dell Alienware 17,Smartwatch,$3.53 
P0970,Honor 30S,Smartphone,$3.54 
P0971,ASUS VivoBook Flip,Laptop,$8.05 
P0972,Xiaomi Mi Watch,Tablet,$5.14 
P0973,Sony Xperia 5 III,Smartwatch,$5.37 
P0974,Lenovo Legion Y740,Smartphone,$9.71 
P0975,Google Pixel Slate,Laptop,$9.36 
P0976,ASUS Zenfone 8,Tablet,$6.59 
P0977,HP Envy x360,Smartwatch,$8.59 
P0978,Alienware m15,Smartphone,$3.17 
P0979,ASUS TUF Gaming A15,Laptop,$4.09 
P0980,LG Velvet,Tablet,$2.13 
P0981,HP Spectre x360,Smartwatch,$9.60 
P0982,Acer Predator Helios,Smartphone,$6.49 
P0983,Apple Watch Series 7 (lặp lại?),Laptop,$6.92 
P0984,ZTE Axon 30,Tablet,$5.34 
P0985,Dell Latitude,Smartwatch,$7.00 
P0986,Samsung Galaxy Chromebook,Smartphone,$5.86 
P0987,Huawei MateBook X Pro,Laptop,$9.85 
P0988,Lenovo Yoga Slim 7,Tablet,$2.69 
P0989,Realme Narzo 50,Smartwatch,$4.39 
P0990,MSI Aero 15,Smartphone,$6.40 
P0991,Oppo Watch RX,Laptop,$1.46 
P0992,iPhone 13 Pro,Tablet,$3.67 
P0993,Blackberry Key2,Smartwatch,$8.02 
P0994,ASUS ROG Zephyrus Duo,Smartphone,$5.65 
P0995,Xiaomi RedmiBook,Laptop,$7.36 
P0996,Huawei Mate 40,Tablet,$2.14 
P0997,HP Omen 15,Smartwatch,$4.96 
P0998,Acer Aspire,Smartphone,$6.67 
P0999,Motorola Moto E7,Laptop,$5.15 
P1000,Samsung Notebook 9,Tablet,$9.03 
